#NAME	GSM442218	GSM442219	GSM442220	GSM442221
#CLASS	absent	absent	present	present
215466_at	9.5	8.4	20.6	17.2
215467_x_at	19.7	22.8	37.0	32.5
215468_at	5.8	0.2	3.0	5.3
215469_at	8.0	4.4	0.4	8.8
215470_at	4.6	8.7	49.1	55.2
215471_s_at	3.8	8.5	8.8	2.3
215472_at	5.9	7.1	3.8	11.1
215473_at	0.4	0.4	1.3	7.5
215474_at	12.9	0.9	9.0	5.5
215475_at	4.5	0.6	6.5	1.2
215476_at	15.1	7.0	8.4	13.4
215477_at	4.8	5.2	13.5	1.7
215478_at	6.8	7.1	2.2	5.2
215479_at	10.6	10.4	12.1	14.8
215480_at	0.9	3.4	14.0	10.8
215481_s_at	41.0	40.5	38.3	33.6
215482_s_at	275.3	257.5	243.2	220.0
215483_at	28.3	15.9	17.6	15.6
215484_at	20.1	13.9	13.2	2.4
215485_s_at	105.1	105.6	233.9	207.9
215486_at	6.5	1.3	19.5	13.6
215487_x_at	2.2	1.7	2.9	1.9
215488_at	3.7	11.7	2.4	2.4
215489_x_at	10.4	16.4	25.9	16.9
215490_at	4.6	13.9	28.1	26.3
215491_at	1.7	3.2	19.5	16.9
215492_x_at	42.0	34.7	34.2	30.0
215493_x_at	213.1	201.2	196.9	206.1
215494_at	1.2	1.1	2.2	4.0
215495_s_at	0.7	2.3	15.2	13.1
215496_at	10.3	5.6	10.7	2.7
215497_s_at	51.1	59.0	49.0	52.1
215498_s_at	261.6	274.7	356.2	318.4
215499_at	181.0	201.9	242.9	251.8
215500_at	13.2	3.3	10.0	2.8
215501_s_at	133.9	132.9	171.3	173.2
215502_at	8.7	8.1	11.9	5.5
215503_at	2.1	2.1	2.2	4.1
215504_x_at	104.0	107.3	172.3	208.8
215505_s_at	3.4	9.9	22.5	7.8
215506_s_at	4.2	1.6	8.2	8.8
215507_x_at	26.8	26.9	14.5	15.1
215508_at	3.9	2.5	10.4	1.0
215509_s_at	287.3	270.2	288.6	298.6
215510_at	11.8	18.7	6.3	12.4
215511_at	17.4	5.1	23.6	20.7
215512_at	43.8	46.3	27.8	48.1
215513_at	11.0	0.8	11.3	10.1
215514_at	3.8	5.1	0.2	0.1
215515_at	2.7	2.5	3.2	13.4
215516_at	0.4	0.5	0.7	3.4
215517_at	11.3	13.0	8.7	16.7
215518_at	15.4	10.2	13.7	9.0
215519_x_at	118.5	132.1	95.9	84.1
215520_at	1.1	9.7	0.8	3.6
215521_at	18.1	28.2	28.8	27.3
215522_at	3.5	3.8	1.4	1.0
215523_at	1.0	1.1	1.9	7.4
215524_x_at	121.5	202.6	15.9	8.5
215525_at	13.8	2.0	16.8	16.5
215526_at	6.8	1.9	10.9	24.9
215527_at	7.3	8.1	6.4	1.9
215528_at	30.0	19.9	18.8	23.3
215529_x_at	68.0	81.8	88.8	74.4
215530_at	28.2	22.4	40.5	20.2
215531_s_at	1.7	5.1	1.0	1.1
215532_x_at	22.6	27.5	8.7	8.5
215533_s_at	91.2	114.3	117.0	112.5
215534_at	5.4	1.3	4.1	1.9
215535_s_at	441.4	417.8	353.9	309.5
215536_at	39.4	19.6	69.4	50.7
215537_x_at	95.8	109.0	46.3	55.1
215538_at	21.2	18.9	3.5	9.5
215539_at	2.6	5.5	2.2	10.2
215540_at	116.6	105.3	5.3	1.9
215541_s_at	198.9	187.5	214.6	201.1
215542_at	0.4	3.1	7.7	13.0
215543_s_at	2.7	5.5	45.8	29.6
215544_s_at	97.9	88.5	95.7	71.5
215545_at	36.2	38.1	18.5	34.0
215546_at	1.8	1.0	3.7	1.5
215547_at	1.2	1.9	2.3	1.3
215548_s_at	349.1	320.8	503.1	519.9
215549_x_at	69.0	75.7	65.8	65.2
215550_at	2.2	1.3	7.0	0.8
215551_at	8.8	17.4	12.0	10.5
215552_s_at	1.6	13.3	9.6	5.9
215553_x_at	33.0	34.8	48.0	52.6
215554_at	7.8	5.5	14.0	11.8
215555_at	30.8	30.0	46.6	46.2
215556_at	19.2	17.6	4.2	25.9
215557_at	5.1	17.5	23.6	12.3
215558_at	17.8	23.8	14.9	12.4
215559_at	9.9	1.2	3.3	4.1
215560_x_at	13.1	21.5	23.1	20.5
215561_s_at	7.5	10.1	11.3	9.1
215562_at	3.3	3.8	2.1	2.7
215563_s_at	1.9	2.2	8.3	1.3
215564_at	3.7	2.4	1.2	0.4
215565_at	9.4	0.5	6.3	1.6
215566_x_at	292.4	276.2	203.8	189.9
215567_at	25.6	20.4	18.8	29.0
215568_x_at	118.6	114.3	69.0	86.8
215569_at	20.8	31.6	9.9	13.1
215570_s_at	66.8	58.0	21.1	29.2
215571_at	9.6	5.1	4.3	7.8
215572_at	3.8	1.4	0.9	4.8
215573_at	2.1	7.8	2.2	1.1
215574_at	10.9	2.1	29.6	36.9
215575_at	4.8	1.2	7.6	5.3
215576_at	10.1	10.5	18.1	7.6
215577_at	19.8	21.9	26.3	16.1
215578_at	8.7	7.1	12.8	6.5
215579_at	7.4	6.3	5.6	3.4
215580_at	3.3	6.7	4.0	12.2
215581_s_at	56.6	61.6	56.1	57.1
215582_x_at	51.3	57.2	61.3	64.9
215583_at	24.5	13.2	24.2	21.4
215584_at	25.1	12.7	26.1	17.0
215585_at	10.8	3.1	8.7	19.1
215586_at	5.1	2.8	5.7	5.3
215587_x_at	5.6	24.4	21.7	24.5
215588_x_at	106.1	83.6	106.3	84.3
215589_at	5.6	2.9	8.2	6.1
215590_x_at	15.3	2.1	17.6	6.1
215591_at	0.7	0.3	1.1	1.7
215592_at	22.9	22.3	2.9	18.2
215593_at	1.4	1.4	1.7	10.4
215594_at	10.6	4.0	18.3	10.3
215595_x_at	17.7	28.6	11.3	14.7
215596_s_at	433.7	403.5	409.7	398.6
215597_x_at	14.9	2.5	11.3	6.9
215598_at	12.6	15.3	2.2	4.4
215599_at	40.6	40.1	46.2	60.5
215600_x_at	133.2	144.4	152.3	143.1
215601_at	0.7	7.4	0.5	5.6
215602_at	10.6	6.6	20.3	5.7
215603_x_at	196.8	130.8	272.2	257.8
215604_x_at	60.2	67.6	97.1	88.0
215605_at	30.6	34.7	46.6	43.6
215606_s_at	26.2	21.4	83.0	90.1
215607_x_at	22.3	37.9	40.2	43.5
215608_at	26.4	16.5	19.4	46.9
215609_at	10.6	18.1	21.9	29.2
215610_at	1.6	11.6	18.9	7.0
215611_at	2.0	7.1	6.5	7.7
215612_at	7.7	2.2	4.0	2.5
215613_at	0.9	6.2	13.0	9.1
215614_at	9.1	1.8	2.5	9.1
215615_x_at	1.5	9.5	8.2	4.8
215616_s_at	88.2	80.8	91.8	79.3
215617_at	13.8	26.6	12.9	20.7
215618_at	10.7	17.7	2.1	9.6
215619_at	7.6	1.8	1.0	3.2
215620_at	8.9	18.1	1.5	7.6
215621_s_at	8.1	2.2	4.0	8.2
215622_x_at	18.4	23.7	39.5	30.4
215623_x_at	32.1	50.1	69.3	68.6
215624_at	2.6	2.3	4.8	6.9
215625_at	13.8	5.2	3.4	10.9
215626_at	16.8	8.4	6.4	4.6
215627_at	7.6	0.5	5.5	1.3
215628_x_at	53.7	36.2	58.4	65.2
215629_s_at	99.5	84.2	77.6	61.4
215630_at	15.9	21.9	11.2	6.8
215631_s_at	249.3	259.7	219.7	238.8
215632_at	0.8	1.0	1.5	1.8
215633_x_at	180.4	235.1	107.3	111.6
215634_at	0.3	1.2	0.7	6.9
215635_at	5.7	4.6	5.5	10.8
215636_at	10.1	2.1	2.1	8.1
215637_at	22.8	2.4	4.8	16.9
215638_at	7.1	11.1	9.2	10.1
215639_at	20.3	15.7	3.3	2.7
215640_at	53.4	80.1	80.7	98.4
215641_at	7.2	13.2	2.7	14.3
215642_at	1.1	9.3	2.2	3.2
215643_at	9.5	7.0	3.7	7.2
215644_at	5.8	9.7	9.0	3.1
215645_at	24.8	15.1	31.5	26.6
215646_s_at	5.7	0.3	0.3	3.9
215647_at	1.9	0.4	8.0	0.4
215648_at	4.8	10.6	4.7	12.7
215649_s_at	41.6	32.0	78.1	86.0
215650_at	8.5	1.3	14.7	8.2
215651_at	38.6	19.0	37.1	27.9
215652_at	19.8	24.6	29.5	9.0
215653_at	0.4	1.7	4.5	0.2
215654_at	9.6	14.6	2.7	11.8
215655_at	2.5	0.5	0.4	0.4
215656_at	8.9	1.2	0.9	9.0
215657_at	1.5	0.9	1.5	1.1
215658_at	3.1	13.3	13.4	3.6
215659_at	23.4	13.0	50.6	55.4
215660_s_at	37.9	22.0	37.2	30.3
215661_at	1.2	14.7	16.7	7.5
215662_at	42.8	22.6	39.2	25.0
215663_at	3.6	1.5	2.9	3.7
215664_s_at	1.9	1.5	2.2	4.5
215665_at	1.1	1.5	1.7	0.3
215666_at	24.2	30.8	153.9	151.6
215667_x_at	305.4	289.3	302.0	275.6
215668_s_at	2.6	4.8	12.4	3.2
215669_at	6.3	2.4	3.2	12.8
215670_s_at	52.3	60.4	18.9	30.0
215671_at	15.4	19.7	23.2	9.2
215672_s_at	21.8	29.6	145.6	149.8
215673_at	1.5	1.4	2.4	0.9
215674_at	14.2	7.3	10.3	9.7
215675_at	5.4	12.5	2.6	3.5
215676_at	8.7	4.9	19.5	28.2
215677_s_at	11.7	2.2	3.3	17.9
215678_at	2.4	1.9	4.0	10.7
215679_at	10.4	4.6	8.0	0.3
215680_at	1.3	2.5	2.8	1.8
215681_at	1.5	7.0	1.9	3.1
215682_at	8.6	7.5	6.8	10.4
215683_at	23.3	11.2	2.4	10.8
215684_s_at	259.3	262.4	197.2	188.7
215685_s_at	15.4	6.3	9.5	16.2
215686_x_at	13.7	6.5	19.1	5.2
215687_x_at	3.6	11.8	3.5	5.9
215688_at	16.7	6.5	16.2	20.3
215689_s_at	1.2	4.2	3.5	1.8
215690_x_at	420.4	387.3	340.9	268.5
215691_x_at	1938.2	1881.9	1554.1	1709.2
215692_s_at	10.6	6.9	2.0	9.8
215693_x_at	338.0	278.9	176.1	204.7
215694_at	13.8	11.4	18.8	20.7
215695_s_at	2.4	1.1	20.7	11.1
215696_s_at	407.8	430.9	337.6	278.9
215697_at	2.3	4.2	1.7	4.4
215698_at	84.2	105.9	42.1	47.7
215699_x_at	85.9	98.2	110.5	125.1
215700_x_at	3.3	2.7	4.2	2.3
215701_at	8.1	23.9	16.5	13.1
215702_s_at	4.3	8.1	115.9	92.9
215703_at	12.1	3.7	12.6	28.4
215704_at	5.9	7.6	2.4	7.4
215705_at	22.9	16.4	24.0	17.0
215706_x_at	844.3	887.4	668.5	661.8
215707_s_at	429.5	408.0	326.0	375.7
215708_s_at	121.8	140.5	128.4	154.7
215709_at	12.5	10.4	12.4	7.0
215710_at	2.3	2.4	2.4	0.7
215711_s_at	221.4	229.7	181.8	173.4
215712_s_at	34.7	17.1	11.4	21.6
215713_at	0.6	4.3	1.2	0.7
215714_s_at	242.5	294.7	221.7	162.3
215715_at	12.5	11.5	5.2	4.6
215716_s_at	169.2	157.1	46.6	45.5
215717_s_at	5.9	0.6	0.8	11.0
215718_s_at	82.1	68.2	94.8	83.4
215719_x_at	703.7	726.5	1030.0	1002.6
215720_s_at	54.8	41.2	46.1	74.3
215721_at	0.6	0.9	1.1	1.4
215722_s_at	339.0	318.8	351.1	311.1
215723_s_at	4.9	7.2	9.6	14.2
215724_at	0.6	0.7	4.2	1.1
215725_at	40.0	21.1	20.9	19.2
215726_s_at	199.0	195.4	700.6	794.8
215727_x_at	10.1	11.4	4.7	2.7
215728_s_at	154.4	165.9	251.3	239.8
215729_s_at	3.1	1.6	6.6	1.1
215730_at	8.3	4.2	2.9	7.9
215731_s_at	84.9	94.6	57.4	73.7
215732_s_at	37.5	38.4	81.7	63.3
215733_x_at	379.6	403.9	2.1	6.2
215734_at	49.6	35.2	69.6	74.9
215735_s_at	232.2	264.5	244.2	195.6
215736_at	18.6	1.8	7.3	6.5
215737_x_at	190.7	173.1	154.9	155.3
215738_at	21.9	1.5	12.4	7.2
215739_s_at	91.5	98.5	62.7	58.5
215740_at	3.6	4.8	2.2	12.6
215741_x_at	4.1	28.8	5.2	34.3
215742_at	2.4	2.4	3.9	1.4
215743_at	27.5	28.9	48.7	59.6
215744_at	27.1	27.9	27.8	36.3
215745_at	7.9	19.6	14.1	3.3
215746_at	7.4	5.0	2.4	5.7
215747_s_at	109.3	131.7	110.1	117.7
215748_at	2.8	1.0	12.7	12.2
215749_s_at	60.7	101.3	91.1	144.4
215750_at	12.2	14.9	25.4	33.4
215751_at	1.4	7.4	1.4	4.2
215752_at	1.6	3.7	0.9	0.3
215753_at	1.0	3.0	11.2	3.2
215754_at	6.6	4.7	21.0	13.3
215755_at	12.5	15.0	11.8	8.9
215756_at	28.0	18.4	22.1	15.1
215757_at	3.9	11.2	1.2	10.4
215758_x_at	189.9	165.0	91.8	62.8
215759_at	3.4	9.1	12.2	2.3
215760_s_at	193.3	180.2	80.6	90.1
215761_at	5.0	9.4	8.9	16.3
215762_at	8.0	0.8	0.9	8.6
215763_at	5.3	2.3	12.5	3.9
215764_x_at	140.8	119.5	125.2	94.4
215765_at	12.2	3.6	15.7	7.0
215766_at	20.3	42.6	35.8	39.1
215767_at	16.1	7.3	1.0	1.3
215768_at	3.5	2.3	12.5	30.2
215769_at	74.2	49.9	5.1	8.7
215770_at	9.6	0.5	15.4	13.4
215771_x_at	28.8	14.7	8.0	4.9
215772_x_at	667.7	715.9	550.4	546.8
215773_x_at	207.5	227.4	263.5	251.4
215774_s_at	9.5	8.4	10.7	4.1
215775_at	13.1	8.4	6.1	9.7
215776_at	5.1	2.0	5.4	4.3
215777_at	2.6	12.1	11.1	9.5
215778_x_at	65.7	45.1	44.8	38.4
215779_s_at	13.9	22.5	15.1	12.0
215780_s_at	521.5	552.8	848.1	972.3
215781_s_at	74.1	65.4	63.5	43.9
215782_at	24.6	9.1	4.7	9.3
215783_s_at	3.3	16.7	9.1	9.0
215784_at	11.4	0.3	0.5	2.0
215785_s_at	2163.1	2036.2	1696.9	1739.9
215786_at	12.1	22.7	23.9	26.7
215787_at	14.3	6.5	2.1	2.2
215788_at	24.9	18.9	2.6	4.5
215789_s_at	2.5	14.3	11.8	8.1
215790_at	0.7	1.0	1.1	1.3
215791_at	3.6	2.0	9.2	10.1
215792_s_at	146.9	93.7	140.4	118.1
215793_at	3.2	0.6	0.4	6.9
215794_x_at	302.2	298.1	350.6	303.9
215795_at	1.2	15.9	7.0	3.4
215796_at	277.0	274.3	1.2	4.6
215797_at	95.8	59.7	4.4	8.6
215798_at	16.6	22.9	25.5	3.7
215799_at	3.5	3.1	3.7	4.1
215800_at	10.1	9.8	12.4	12.3
215801_at	1.9	2.5	1.1	9.0
215802_at	0.8	2.9	2.2	12.2
215803_at	0.8	5.2	3.9	2.4
215804_at	4.5	6.5	5.4	2.5
215805_at	2.4	6.6	38.5	11.7
215806_x_at	496.1	497.9	675.8	677.6
215807_s_at	1.5	1.4	16.0	11.9
215808_at	1.5	1.3	12.5	2.5
215809_at	6.1	17.3	7.7	5.8
215810_x_at	9.3	2.6	13.5	11.2
215811_at	0.9	7.8	14.0	4.9
215812_s_at	30.1	35.5	57.4	35.5
215813_s_at	2.9	9.7	16.1	3.6
215814_at	7.8	8.6	9.6	12.8
215815_at	5.1	2.7	4.1	2.3
215816_at	19.7	18.7	13.3	9.4
215817_at	8.7	1.9	2.1	4.4
215818_at	10.9	3.6	2.9	8.0
215819_s_at	9.5	13.8	13.0	13.0
215820_x_at	37.2	33.3	24.9	26.7
215821_x_at	18.4	12.8	1.7	14.4
215822_x_at	3.2	17.8	22.3	28.8
215823_x_at	5133.6	4952.4	5658.9	5701.8
215824_at	0.7	1.7	5.1	1.9
215825_at	13.2	16.3	19.1	17.2
215826_x_at	0.7	1.0	1.6	0.9
215827_x_at	3.7	5.3	3.2	2.4
215828_at	14.9	0.9	3.0	17.9
215829_at	12.9	12.9	8.6	12.8
215830_at	9.8	1.0	0.8	1.6
215831_at	10.4	5.1	7.7	5.0
215832_x_at	132.9	168.6	127.5	132.9
215833_s_at	60.8	53.3	76.9	46.0
215834_x_at	13.2	3.4	55.5	32.5
215835_at	1.8	6.5	1.3	7.2
215836_s_at	17.5	4.6	4.1	3.3
215837_x_at	3.8	3.7	4.4	3.0
215838_at	3.1	13.9	21.3	6.0
215839_at	1.1	3.1	1.5	2.5
215840_at	4.9	2.6	5.7	2.2
215841_at	11.8	12.3	15.3	12.8
215842_s_at	19.3	17.4	18.1	21.6
215843_s_at	1.8	2.6	7.6	8.1
215844_at	9.1	9.4	5.1	7.0
215845_x_at	21.9	22.5	38.0	32.7
215846_at	8.3	8.2	13.8	5.3
215847_at	1.1	7.4	1.3	0.6
215848_at	12.3	19.8	18.5	14.8
215849_x_at	34.0	30.5	44.0	14.9
215850_s_at	11.0	10.5	7.5	15.9
215851_at	9.9	0.7	2.2	4.5
215852_x_at	19.0	14.9	27.0	15.9
215853_at	7.9	0.2	0.9	4.5
215854_at	18.2	7.6	11.8	14.3
215855_s_at	25.4	46.8	32.8	33.1
215856_at	24.7	17.5	11.3	4.9
215857_at	14.7	4.4	7.2	6.6
215858_at	10.0	13.2	3.2	25.7
215859_at	9.9	26.9	20.7	12.6
215860_at	1.6	2.6	19.4	8.3
215861_at	14.8	16.0	17.4	18.6
215862_at	3.1	4.5	14.1	1.2
215863_at	15.6	6.2	20.3	16.8
215864_at	14.9	9.5	9.1	19.0
215865_at	7.9	16.5	10.4	4.2
215866_at	16.9	7.0	16.4	15.7
215867_x_at	15.0	17.4	16.2	9.6
215868_x_at	8.9	1.6	14.6	10.5
215869_at	2.6	2.8	9.6	18.6
215870_s_at	1.2	1.1	0.9	0.7
215871_at	3.8	2.5	1.3	1.1
215872_at	2.3	4.1	6.5	6.4
215873_x_at	115.4	128.5	106.6	111.4
215874_at	21.4	26.4	4.0	19.6
215875_at	13.4	21.5	16.6	7.4
215876_at	2.7	9.2	2.8	1.5
215877_at	1.6	5.0	21.3	16.2
215878_at	1.9	2.4	8.1	6.8
215879_at	3.5	0.6	9.6	1.7
215880_at	7.7	0.8	2.8	1.5
215881_x_at	12.9	9.0	24.2	13.8
215882_at	23.1	35.0	22.8	21.2
215883_at	6.9	21.2	33.8	11.7
215884_s_at	817.9	887.8	564.8	552.1
215885_at	1.6	1.1	1.7	9.0
215886_x_at	20.7	12.9	73.1	84.6
215887_at	22.9	18.4	2.2	16.5
215888_at	19.4	24.9	33.5	36.3
215889_at	1.0	2.4	6.8	7.8
215890_at	9.8	0.8	11.6	8.9
215891_s_at	23.2	24.1	114.1	82.6
215892_at	7.9	13.8	5.9	8.3
215893_x_at	2.3	12.7	17.2	2.1
215894_at	18.7	14.1	3.3	1.0
215895_x_at	3.2	12.2	23.0	18.6
215896_at	6.7	1.4	13.1	12.8
215897_at	17.3	21.3	32.4	26.9
215898_at	8.9	5.6	8.6	1.9
215899_at	7.7	19.6	14.4	15.3
215900_at	0.8	0.8	1.5	4.5
215901_at	0.7	2.6	7.7	2.7
215902_at	8.3	7.5	6.2	4.1
215903_s_at	123.0	105.2	130.8	138.6
215904_at	6.9	7.9	12.0	15.5
215905_s_at	279.7	333.0	278.3	290.7
215906_at	15.9	5.3	1.7	2.8
215907_at	48.9	41.8	20.4	16.9
215908_at	13.1	5.8	19.6	14.4
215909_x_at	112.4	100.9	109.6	102.5
215910_s_at	55.2	41.6	54.4	42.3
215911_x_at	1.5	0.6	5.3	7.1
215912_at	0.7	2.2	0.8	1.4
215913_s_at	3.9	6.6	1.0	7.6
215914_at	10.4	4.5	7.2	8.8
215915_at	9.0	1.0	1.4	5.0
215916_at	16.0	9.1	8.6	4.2
215917_at	7.9	2.6	4.0	3.8
215918_s_at	9.6	10.9	7.7	6.1
215919_s_at	30.4	38.0	33.5	42.7
215920_s_at	32.8	12.2	40.3	31.4
215921_at	24.8	56.1	28.9	29.3
215922_at	2.8	11.6	9.2	10.6
215923_s_at	430.5	452.0	371.5	340.2
215924_at	1.8	3.9	0.4	5.3
215925_s_at	41.1	56.0	21.3	18.9
215926_x_at	40.4	15.8	58.2	29.6
215927_at	16.5	2.0	4.5	10.1
215928_at	10.3	5.0	0.6	2.6
215929_at	0.6	1.4	0.3	3.7
215930_s_at	37.8	46.1	42.4	50.7
215931_s_at	30.3	31.3	24.2	19.2
215932_at	5.5	1.1	4.3	0.8
215933_s_at	16.0	16.5	7.9	20.4
215934_at	6.5	2.6	4.6	4.7
215935_at	17.8	3.8	19.3	9.9
215936_s_at	222.4	192.7	311.9	425.6
215937_at	3.0	0.8	0.8	0.9
215938_s_at	44.4	29.6	26.0	31.3
215939_at	5.9	10.9	10.1	2.5
215940_at	6.2	1.0	2.9	0.9
215941_at	1.2	1.8	5.2	6.9
215942_s_at	208.6	215.3	121.1	132.9
215943_at	4.0	8.4	11.1	8.7
215944_at	0.5	4.1	0.2	2.5
215945_s_at	8.2	10.4	22.5	18.0
215946_x_at	67.6	59.2	63.9	63.5
215947_s_at	367.8	372.6	308.9	343.4
215948_x_at	55.2	68.5	79.3	98.3
215949_x_at	11.1	6.5	9.0	25.5
215951_at	14.2	15.8	19.3	7.1
215952_s_at	5029.4	5122.5	4843.1	5095.4
215953_at	7.5	0.6	1.4	3.2
215954_s_at	176.7	139.8	110.2	138.8
215955_x_at	17.4	19.3	38.3	11.6
215956_at	5.2	0.8	20.4	10.8
215957_at	0.2	4.8	8.5	6.9
215958_at	1.4	0.9	2.4	3.7
215959_at	9.9	15.6	13.3	13.4
215960_at	2.9	7.8	14.4	0.8
215961_at	0.9	0.9	1.0	0.7
215962_at	2.1	1.7	0.3	0.6
215963_x_at	8516.1	7435.2	7805.0	7739.2
215964_at	0.7	8.8	4.4	0.7
215965_at	1.2	9.5	2.7	1.1
215966_x_at	73.1	75.0	149.0	136.0
215967_s_at	76.8	97.7	4.8	15.8
215968_at	15.9	12.5	22.6	15.4
215969_at	7.4	5.2	3.9	3.4
215970_at	2.5	1.2	1.1	11.6
215971_at	21.1	14.0	14.2	19.9
215972_at	13.0	14.5	31.1	15.2
215973_at	12.5	6.5	25.8	12.8
215974_at	11.2	6.3	29.7	7.7
215975_x_at	15.4	9.2	24.4	13.3
215976_at	0.9	1.1	5.2	4.2
215977_x_at	52.4	72.4	156.8	165.1
215978_x_at	203.7	203.6	214.2	221.5
215979_s_at	6.3	2.8	28.7	5.3
215980_s_at	35.8	29.3	45.8	20.4
215981_at	1.2	1.3	7.2	1.2
215982_s_at	100.4	124.2	125.9	143.5
215983_s_at	99.9	110.4	75.7	74.3
215984_s_at	209.1	255.9	191.4	191.4
215985_at	13.2	9.7	13.1	13.3
215986_at	11.0	7.0	34.9	16.9
215987_at	15.9	11.6	3.1	8.9
215988_s_at	1.4	1.4	1.7	3.0
215989_at	1.5	10.7	3.5	19.7
215990_s_at	55.5	21.1	94.8	69.3
215991_s_at	22.7	17.1	7.8	24.3
215992_s_at	2.7	10.1	6.2	11.9
215993_at	11.7	4.4	3.4	11.7
215994_x_at	253.4	258.6	206.5	173.0
215995_x_at	8.7	18.6	20.4	11.5
215996_at	11.7	2.7	5.6	8.7
215997_s_at	97.7	111.2	128.9	93.5
215998_at	6.6	1.1	3.7	1.5
215999_at	12.6	1.8	8.1	4.9
216000_at	14.9	1.4	4.4	1.5
216001_at	7.1	12.1	2.7	14.1
216002_at	1.3	8.7	12.1	9.5
216003_at	1.8	1.1	0.6	1.9
216004_s_at	18.8	13.6	30.5	14.2
216005_at	4.0	8.9	5.1	0.8
216006_at	19.0	20.6	28.2	36.6
216007_at	9.8	8.2	2.4	11.0
216008_s_at	89.6	72.9	62.0	85.6
216009_at	2.5	8.5	3.1	3.5
216010_x_at	9.9	3.3	18.8	13.2
216011_at	5.0	1.6	0.9	1.7
216012_at	6.1	1.9	13.1	13.2
216013_at	13.6	5.2	10.7	18.1
216014_s_at	20.0	3.1	3.0	16.3
216015_s_at	6.8	15.3	0.6	1.2
216016_at	1.1	6.5	1.8	1.8
216017_s_at	76.9	91.5	18.6	34.4
216018_at	8.9	12.5	3.8	1.4
216019_x_at	6.6	5.1	8.6	12.0
216020_at	16.4	13.7	15.3	24.2
216021_s_at	19.3	1.0	8.9	3.7
216022_at	14.8	9.7	30.5	30.2
216023_at	2.2	14.8	9.2	4.3
216024_at	9.5	4.2	2.6	17.9
216025_x_at	12.8	5.7	17.6	20.1
216026_s_at	238.6	193.1	134.9	115.5
216027_at	3.1	6.3	5.2	0.3
216028_at	65.4	42.5	18.3	32.0
216029_at	6.2	13.6	30.0	11.7
216030_s_at	4.5	6.3	4.3	0.8
216031_x_at	24.2	39.6	72.4	70.9
216032_s_at	1067.5	1044.6	965.3	999.3
216033_s_at	1310.0	1327.2	305.0	253.3
216034_at	13.7	10.5	16.1	7.4
216035_x_at	12.5	8.9	13.5	11.1
216036_x_at	160.8	147.7	100.8	113.8
216037_x_at	15.0	11.6	22.7	20.4
216038_x_at	214.9	202.7	126.3	119.5
216039_at	1.3	0.3	4.5	0.3
216040_x_at	2.0	9.6	1.7	17.7
216041_x_at	226.3	251.3	290.9	238.0
216042_at	72.5	65.2	8.8	45.7
216043_x_at	2.9	10.0	25.6	9.0
216044_x_at	330.6	304.7	144.2	137.1
216045_at	1.1	12.8	0.9	5.3
216046_at	5.0	2.6	3.6	3.4
216047_x_at	4.5	9.3	5.3	6.7
216048_s_at	4.6	6.2	12.0	7.0
216049_at	0.5	0.5	10.4	5.3
216050_at	4.9	0.5	0.2	0.5
216051_x_at	49.5	46.0	40.0	27.8
216052_x_at	3.7	2.8	5.4	1.0
216053_x_at	27.5	14.5	7.6	17.8
216054_x_at	14.3	22.3	29.2	22.4
216055_at	4.5	10.0	4.5	2.6
216056_at	4.3	9.0	11.9	3.7
216057_at	1.3	1.0	4.5	6.2
216058_s_at	7.8	12.1	21.7	4.3
216059_at	1.4	1.2	1.2	1.8
216060_s_at	92.1	102.4	464.7	439.3
216061_x_at	33.0	17.6	31.8	18.9
216062_at	10.9	14.7	6.9	20.6
216063_at	2.2	5.8	2.0	13.3
216064_s_at	260.0	237.9	120.7	109.9
216065_at	19.8	15.3	22.4	14.9
216066_at	1.8	2.6	1.7	6.9
216067_at	12.8	7.6	4.3	5.1
216068_at	11.4	1.4	8.3	3.5
216069_at	13.8	17.6	18.9	16.4
216070_at	8.2	3.2	7.9	9.8
216071_x_at	197.3	240.4	241.6	182.2
216072_at	10.5	5.5	2.7	12.6
216073_at	2.8	5.1	6.1	0.7
216074_x_at	0.8	1.1	1.1	1.1
216075_at	1.8	1.6	16.1	7.3
216076_at	14.3	4.8	13.3	4.8
216077_s_at	20.0	13.2	30.7	20.6
216078_at	3.2	1.6	12.1	6.6
216079_at	16.7	2.9	4.4	2.5
216080_s_at	81.3	78.1	90.2	104.8
216081_at	3.4	20.7	16.0	6.0
216082_at	3.2	7.4	11.9	11.9
216083_s_at	1.6	5.6	6.3	5.1
216084_at	7.8	6.2	7.1	10.9
216085_at	1.7	4.2	11.2	0.8
216086_at	11.0	1.9	43.2	79.4
216087_at	0.3	1.9	0.6	4.0
216088_s_at	514.5	604.8	475.7	514.7
216089_at	3.6	9.8	5.9	5.1
216090_x_at	26.0	15.7	17.9	6.1
216091_s_at	43.7	43.9	32.6	31.5
216092_s_at	38.0	35.1	30.2	15.3
216093_at	3.5	6.3	8.0	2.3
216094_at	11.3	11.9	12.1	17.6
216095_x_at	857.8	799.7	627.5	566.4
216096_s_at	18.4	3.1	18.1	0.4
216097_at	0.7	10.7	14.0	3.7
216098_s_at	1.3	0.6	0.9	0.6
216099_at	0.7	1.2	1.0	0.5
216100_s_at	342.3	328.9	203.0	207.8
216101_at	17.1	11.8	9.1	10.7
216102_at	1.0	1.2	7.0	0.9
216103_at	1.2	1.7	11.2	8.2
216104_at	2.9	0.9	1.1	2.1
216105_x_at	158.0	228.3	175.2	149.5
