#NAME	GSM442218	GSM442219	GSM442220	GSM442221
#CLASS	absent	absent	present	present
235399_at	52.9	41.9	51.3	46.5
235400_at	2.0	0.8	1.1	1.8
235401_s_at	0.4	0.8	0.8	5.0
235402_at	2.8	13.8	16.2	29.7
235403_at	2.2	7.8	4.4	1.6
235404_at	19.7	16.1	14.3	15.4
235405_at	6.2	1.0	13.2	10.0
235406_x_at	30.1	15.4	30.3	28.3
235407_at	32.5	36.6	79.5	56.0
235408_x_at	26.0	20.9	19.0	27.0
235409_at	38.6	37.8	33.9	46.8
235410_at	109.8	153.3	60.3	63.0
235411_at	9.1	4.8	39.3	33.8
235412_at	45.4	56.9	84.2	78.2
235413_at	24.9	29.0	35.0	39.4
235414_at	53.3	69.0	32.9	37.1
235415_at	67.8	55.7	36.9	23.6
235416_at	8.8	6.1	2.7	15.8
235417_at	1.7	2.7	2.4	1.4
235418_at	50.1	47.7	45.0	38.1
235419_at	10.5	10.8	10.7	11.4
235420_at	2.5	2.7	3.3	2.1
235421_at	26.6	18.4	53.7	58.9
235422_at	172.0	159.9	65.7	91.2
235423_at	97.6	83.6	81.1	97.1
235424_at	51.3	41.1	30.2	19.1
235425_at	251.5	263.1	199.0	308.0
235426_at	16.5	7.9	19.7	9.9
235427_at	115.6	116.9	74.3	79.8
235428_at	18.5	17.1	19.6	19.2
235429_at	87.9	59.5	161.4	126.7
235430_at	10.4	12.9	14.8	19.1
235431_s_at	67.2	66.3	14.3	44.3
235432_at	81.6	83.2	44.2	42.5
235433_at	120.2	135.4	177.5	171.9
235434_at	92.5	94.6	135.9	132.7
235435_at	96.3	82.2	161.8	205.5
235436_at	29.6	38.4	53.2	54.9
235437_at	11.6	7.7	8.0	27.0
235438_at	7.1	0.7	256.2	146.4
235439_at	6.5	0.9	16.1	8.3
235440_at	103.4	97.8	104.5	89.1
235441_at	35.5	51.9	25.0	32.3
235442_at	3.9	7.3	1.9	1.4
235443_at	31.2	30.5	58.2	85.9
235444_at	30.9	52.5	19.2	14.5
235445_at	6.2	7.9	1.2	1.0
235446_at	45.4	52.7	16.9	9.7
235447_at	25.4	18.6	33.1	19.2
235448_at	22.7	5.6	6.7	10.3
235449_at	49.3	59.2	104.7	93.6
235450_at	43.0	48.9	70.6	59.0
235451_at	47.6	37.0	111.0	128.7
235452_at	29.8	36.6	50.1	55.6
235453_at	5.2	2.2	9.2	5.6
235454_at	0.5	7.9	2.3	13.6
235455_at	18.5	13.0	9.2	5.7
235456_at	10.1	9.1	14.4	19.9
235457_at	145.2	164.9	188.0	167.9
235458_at	677.6	744.0	95.1	84.5
235459_at	45.2	53.1	49.9	40.4
235460_at	2.1	2.2	4.8	4.9
235461_at	53.6	27.1	45.1	49.9
235462_at	8.4	15.3	3.8	7.3
235463_s_at	67.3	63.2	20.4	10.7
235464_at	11.2	1.3	19.4	4.3
235465_at	4.4	7.3	26.0	36.3
235466_s_at	38.9	41.2	69.9	63.7
235467_s_at	18.7	20.2	13.5	14.1
235468_at	1.9	2.4	12.0	13.4
235469_at	10.3	16.4	13.7	20.7
235470_at	86.2	94.6	104.3	91.2
235471_at	1.4	6.6	27.8	24.8
235472_at	19.3	22.3	67.7	52.7
235473_at	25.0	24.0	46.5	28.4
235474_at	75.4	85.5	102.5	91.4
235475_at	62.4	41.3	63.7	63.3
235476_at	175.8	136.6	95.2	213.5
235477_at	1.2	1.6	16.3	0.7
235478_at	81.5	69.3	60.7	58.5
235479_at	42.8	33.7	49.5	54.5
235480_at	10.3	2.2	2.4	6.3
235481_at	2.4	3.4	0.9	1.3
235482_at	42.5	40.7	62.1	99.7
235483_at	19.2	29.9	15.6	11.7
235484_at	71.2	79.3	53.6	49.4
235485_at	9.5	16.7	12.9	8.0
235486_at	2.5	9.0	7.5	10.0
235487_at	22.2	18.6	23.1	18.4
235488_at	3.1	11.3	13.8	14.8
235489_at	6.2	0.7	3.8	8.4
235490_at	1.0	5.9	2.8	14.4
235491_at	28.6	26.9	10.1	22.8
235492_at	10.6	10.1	17.5	8.3
235493_at	12.8	20.1	29.3	42.6
235494_at	1.7	1.4	5.4	1.2
235495_at	30.7	16.6	6.3	3.6
235496_at	6.3	6.2	2.0	14.9
235497_at	8.2	27.6	13.7	4.2
235498_at	17.4	24.1	34.7	30.9
235499_at	1.2	3.3	14.5	10.3
235500_at	20.3	17.0	28.1	17.9
235501_at	20.6	16.2	27.0	7.7
235502_at	17.5	35.8	38.3	27.6
235503_at	0.5	7.3	3.4	3.7
235504_at	17.7	15.7	11.7	8.5
235505_s_at	14.0	13.6	16.6	4.6
235506_at	8.2	3.7	13.0	11.7
235507_at	71.6	85.8	106.9	98.0
235508_at	62.5	74.1	70.9	61.4
235509_at	120.2	108.4	128.9	149.8
235510_at	5.6	3.7	1.9	3.2
235511_at	20.6	23.2	22.1	25.8
235512_at	44.7	43.2	14.9	33.4
235513_at	54.1	59.5	69.2	54.2
235514_at	24.2	31.7	35.0	32.1
235515_at	9.2	6.5	18.0	4.3
235516_at	38.5	38.8	40.7	33.1
235517_at	11.0	15.3	24.5	15.6
235518_at	9.1	3.2	5.0	7.0
235519_at	30.1	2.7	6.4	3.1
235520_at	31.6	32.0	60.7	65.3
235521_at	12.3	1.0	6.6	7.9
235522_at	119.5	190.0	129.9	188.6
235523_at	81.0	96.2	24.3	29.0
235524_at	1.4	0.7	2.8	0.7
235525_at	4.2	30.0	7.4	19.5
235526_at	48.4	73.3	61.0	93.9
235527_at	0.9	0.7	7.3	3.2
235528_at	13.9	17.5	18.8	28.3
235529_x_at	1168.7	1209.3	165.4	250.2
235530_at	37.9	39.0	27.7	28.0
235531_at	41.7	35.7	26.5	35.8
235532_at	26.4	52.2	11.4	21.4
235533_at	20.8	47.2	48.7	37.2
235534_at	11.4	16.1	45.0	53.8
235535_x_at	141.4	197.4	170.5	140.2
235536_at	65.7	82.9	99.8	88.8
235537_at	3.5	2.8	2.4	15.1
235538_at	18.5	2.1	12.2	14.5
235539_at	22.3	25.0	25.3	12.2
235540_at	10.7	10.3	9.3	9.5
235541_at	20.1	5.4	20.2	9.5
235542_at	129.1	131.0	290.7	276.0
235543_at	40.3	39.5	44.9	45.1
235544_x_at	1.3	2.9	1.2	2.5
235545_at	84.0	78.2	132.0	157.6
235546_at	21.4	25.9	27.8	17.3
235547_at	18.4	11.9	21.8	23.4
235548_at	1.7	5.0	6.4	3.1
235549_at	1.4	10.2	8.0	20.7
235550_at	16.5	17.2	82.4	72.6
235551_at	7.4	1.0	13.2	13.7
235552_at	120.6	133.9	137.1	109.4
235553_at	10.5	10.3	26.4	13.5
235554_x_at	15.4	15.7	22.7	29.9
235555_at	17.1	2.1	7.0	21.8
235556_at	89.6	88.8	62.0	39.4
235557_at	84.9	53.7	512.2	504.6
235558_at	4.6	11.0	5.3	4.7
235559_at	29.4	38.8	15.4	12.9
235560_at	1.1	6.8	16.0	6.0
235561_at	12.5	12.4	16.0	12.0
235562_at	1.9	4.5	5.3	0.4
235563_at	5.0	1.7	2.6	1.6
235564_at	7.2	7.0	9.9	9.4
235565_at	2.0	0.6	14.0	2.6
235566_at	173.5	185.7	131.8	109.3
235567_at	63.8	58.1	60.0	77.6
235568_at	9.3	13.9	8.8	9.4
235569_at	23.6	17.1	10.6	13.4
235570_at	5.9	7.4	18.3	23.4
235571_at	41.8	28.6	106.7	90.9
235572_at	82.6	74.6	134.6	46.3
235573_at	26.8	19.9	26.8	25.0
235574_at	159.7	174.7	58.2	83.5
235575_at	8.3	6.1	11.1	11.6
235576_at	24.4	8.3	25.3	2.4
235577_at	84.2	54.0	29.7	35.8
235578_at	15.5	0.7	9.6	1.0
235579_at	104.8	93.2	34.8	35.5
235580_at	16.1	15.0	5.9	15.7
235581_at	19.2	25.7	21.0	16.5
235582_at	48.1	40.7	24.1	27.0
235583_at	5.3	11.9	138.8	133.4
235584_at	22.0	21.2	19.0	23.5
235585_at	55.6	31.5	39.0	28.4
235586_at	9.6	14.1	19.5	23.6
235587_at	89.1	66.2	89.7	95.2
235588_at	68.2	91.2	102.8	124.8
235589_s_at	383.3	384.9	336.6	367.8
235590_at	24.3	20.6	11.3	12.3
235591_at	5.0	10.5	4.2	3.3
235592_at	0.8	1.9	100.7	146.4
235593_at	1.0	0.6	1.2	10.8
235594_at	34.6	36.8	41.0	41.9
235595_at	40.2	22.5	57.7	22.5
235596_at	16.9	2.5	19.3	15.4
235597_s_at	22.8	45.0	5.1	3.0
235598_at	44.7	59.0	33.4	47.4
235599_at	5.0	0.9	0.3	0.7
235600_at	13.5	1.1	2.8	1.4
235601_at	24.4	19.1	20.4	27.0
235602_at	1.5	3.1	2.7	1.2
235603_at	28.8	31.1	34.7	33.8
235604_x_at	35.9	41.3	17.6	36.0
235605_at	18.3	2.1	31.4	26.5
235606_at	2.9	8.7	15.6	11.9
235607_at	23.3	18.6	20.8	22.6
235608_at	8.1	12.8	11.7	13.8
235609_at	168.9	161.2	143.6	139.9
235610_at	36.8	63.7	42.7	17.0
235611_at	15.0	19.5	20.2	17.7
235612_at	82.2	84.7	106.0	80.4
235613_at	16.0	13.1	2.3	15.7
235614_at	19.8	3.8	9.5	8.4
235615_at	91.1	121.2	139.0	150.7
235616_at	16.9	10.8	77.0	83.1
235617_x_at	8.5	17.3	12.9	7.1
235618_at	36.1	39.6	43.6	35.0
235619_at	3.3	10.3	16.5	17.1
235620_x_at	49.3	37.5	36.3	45.0
235621_at	34.4	32.8	41.3	40.8
235622_at	11.3	5.2	9.7	3.3
235623_at	52.2	42.9	65.1	63.0
235624_at	13.5	9.7	39.1	18.8
235625_at	65.3	64.3	57.8	50.3
235626_at	67.2	78.6	191.1	147.8
235627_at	3.0	12.0	19.1	16.1
235628_x_at	28.4	18.1	35.3	46.2
235629_at	10.2	4.2	6.3	9.0
235630_at	18.3	11.2	3.3	5.6
235631_at	4.8	1.9	20.7	9.8
235632_at	1.3	2.3	4.9	9.7
235633_at	2.1	12.5	16.1	15.8
235634_at	1.4	7.5	7.0	8.9
235635_at	29.8	13.7	29.0	23.4
235636_at	11.3	8.4	12.9	8.6
235637_s_at	4.6	12.6	9.0	2.0
235638_at	5.2	4.2	2.7	2.7
235639_at	1.7	8.4	1.7	10.5
235640_at	48.0	46.8	74.0	60.0
235641_at	2.1	3.8	1.1	1.8
235642_at	3.4	0.5	1.0	6.7
235643_at	44.6	47.4	40.1	91.1
235644_at	26.0	21.6	30.7	41.7
235645_at	66.0	65.2	77.7	124.5
235646_at	14.9	9.0	29.1	21.3
235647_at	86.7	63.9	41.8	49.5
235648_at	163.8	167.4	165.5	116.1
235649_at	5.0	11.6	11.6	7.7
235650_at	1.0	9.9	5.1	9.4
235651_at	114.3	89.1	572.3	588.4
235652_at	12.3	5.3	1.9	2.5
235653_s_at	61.2	51.8	64.6	89.5
235654_at	16.6	14.1	13.2	17.6
235655_at	0.4	0.3	1.5	1.4
235656_s_at	4.9	3.4	7.9	5.5
235657_at	25.8	29.9	7.2	3.6
235658_at	20.0	14.5	11.0	18.9
235659_at	56.5	78.0	52.9	41.9
235660_at	13.3	21.2	16.9	6.0
235661_at	72.2	85.6	48.9	37.3
235662_at	26.5	37.7	35.5	37.4
235663_at	3.1	12.8	4.3	6.6
235664_at	2.1	1.2	1.4	1.6
235665_at	3.9	10.9	1.6	8.6
235666_at	11.2	2.6	12.9	10.3
235667_at	6.4	13.0	17.1	13.7
235668_at	124.3	126.6	170.9	161.3
235669_at	3.7	7.1	5.3	13.2
235670_at	104.4	142.5	250.8	215.0
235671_at	4.9	9.2	4.4	11.4
235672_at	6.1	2.7	27.7	27.8
235673_at	48.6	29.6	58.3	48.5
235674_at	19.7	37.6	14.4	37.4
235675_at	91.3	58.3	55.0	31.8
235676_at	21.5	22.1	54.7	30.4
235677_at	49.1	42.0	40.6	40.2
235678_at	36.1	28.9	82.1	70.3
235679_at	40.3	33.2	42.3	45.8
235680_at	44.4	32.8	54.4	50.4
235681_at	11.2	14.2	15.4	15.1
235682_s_at	19.6	1.5	1.3	2.0
235683_at	46.8	60.5	1.7	7.0
235684_s_at	28.5	24.6	5.5	1.0
235685_at	20.7	21.7	18.0	11.9
235686_at	22.7	32.8	59.7	47.7
235687_at	30.6	27.6	16.7	1.5
235688_s_at	30.2	32.0	31.0	29.0
235689_at	90.6	111.3	147.0	162.1
235690_at	10.4	13.4	8.3	17.7
235691_at	1.1	0.6	0.7	0.8
235692_at	136.0	95.0	94.8	115.7
235693_at	70.3	44.2	41.9	69.8
235694_at	32.9	34.7	38.4	24.5
235695_at	209.6	136.0	58.0	66.9
235696_at	37.0	53.4	110.0	95.4
235697_at	15.8	20.7	4.1	13.2
235698_at	414.5	432.6	351.4	367.9
235699_at	16.5	12.9	23.3	16.2
235700_at	0.5	4.4	4.6	13.1
235701_at	10.3	12.7	9.0	18.7
235702_at	39.2	33.9	26.4	37.3
235703_at	39.3	34.2	20.3	35.3
235704_at	1.9	3.5	7.7	2.5
235705_at	7.1	1.9	33.9	36.2
235706_at	2.2	12.2	10.7	31.5
235707_at	48.8	35.5	36.5	37.0
235708_at	5.4	5.8	0.8	9.5
235709_at	18.4	4.8	61.7	76.6
235710_at	10.6	3.5	4.4	19.7
235711_at	15.8	30.8	48.6	39.1
235712_at	2.1	8.4	9.4	7.4
235713_at	64.5	64.4	59.0	51.8
235714_at	31.4	23.9	29.5	42.5
235715_at	13.2	14.3	11.9	17.7
235716_at	91.5	95.2	111.7	174.1
235717_at	1.2	7.6	1.5	1.0
235718_at	3.2	2.5	5.5	3.7
235719_at	23.8	16.9	6.1	9.3
235720_at	9.4	18.0	13.7	18.9
235721_at	94.7	121.9	141.1	152.6
235722_at	7.6	3.0	19.3	24.4
235723_at	0.7	5.5	1.7	5.1
235724_at	5.9	1.3	5.7	15.6
235725_at	55.8	63.0	97.3	78.0
235726_at	4.5	5.0	8.1	12.4
235727_at	154.7	132.1	221.6	253.8
235728_at	46.5	46.6	2.3	1.6
235729_at	94.7	105.6	55.9	32.8
235730_at	11.5	5.5	7.1	15.3
235731_at	9.7	1.5	5.1	2.9
235732_at	7.1	7.2	2.8	1.9
235733_at	6.9	14.5	3.2	12.6
235734_at	1.4	1.3	0.9	8.8
235735_at	609.8	579.0	137.1	153.0
235736_at	42.4	39.4	168.7	132.8
235737_at	9.7	8.1	1.6	4.4
235738_at	23.8	18.8	4.5	10.4
235739_at	27.6	6.4	27.9	29.0
235740_at	5.3	0.4	0.5	1.2
235741_at	2.1	2.6	12.1	4.6
235742_at	16.5	12.4	2.7	7.3
235743_at	14.8	10.1	0.8	1.9
235744_at	89.7	113.3	144.6	82.1
235745_at	106.8	102.2	27.6	33.4
235746_s_at	1.8	0.8	1.6	1.8
235747_at	72.8	74.4	68.3	81.8
235748_s_at	2.2	6.3	2.7	17.8
235749_at	0.4	6.1	16.0	29.2
235750_at	33.3	57.2	61.0	48.3
235751_s_at	0.7	0.8	0.6	0.5
235752_at	6.7	2.7	14.6	7.1
235753_at	16.6	9.6	10.3	3.6
235754_at	27.8	25.2	24.0	18.9
235755_at	2.5	1.2	1.7	1.4
235756_at	14.6	20.7	29.7	28.3
235757_at	13.3	13.4	8.2	34.6
235758_at	15.3	14.0	9.9	2.2
235759_at	16.7	20.4	108.9	68.1
235760_at	51.8	50.1	28.7	50.2
235761_at	36.7	16.0	14.9	14.2
235762_at	18.3	27.6	28.4	25.0
235763_at	0.1	5.2	3.8	5.2
235764_at	9.7	1.1	4.8	3.2
235765_at	48.6	46.1	29.0	21.8
235766_x_at	414.9	449.6	485.7	546.6
235767_x_at	133.5	162.0	179.3	140.2
235768_at	1.2	6.1	25.9	20.3
235769_at	2.7	5.8	2.5	2.7
235770_at	0.6	0.6	1.2	0.8
235771_at	10.1	8.7	8.2	5.2
235772_at	90.6	97.1	86.8	95.1
235773_at	59.3	60.5	22.1	14.4
235774_at	1.6	5.2	1.3	0.8
235775_at	15.5	22.6	15.9	21.9
235776_x_at	29.3	21.0	32.0	27.0
235777_at	122.2	155.1	145.0	128.2
235778_s_at	105.4	133.6	107.5	117.6
235779_at	32.3	25.9	10.9	28.5
235780_at	100.0	108.5	174.9	144.6
235781_at	8.1	5.8	7.6	8.9
235782_at	15.4	19.4	27.3	25.5
235783_at	41.1	34.0	7.3	29.0
235784_at	22.5	13.2	13.8	7.5
235785_at	25.8	5.4	50.3	59.0
235786_at	17.8	16.4	22.7	23.6
235787_at	19.9	16.3	35.2	26.3
235788_at	28.5	28.9	26.9	21.9
235789_at	34.8	21.9	37.0	46.2
235790_at	2.3	1.7	1.6	1.3
235791_x_at	263.1	268.3	261.0	231.3
235792_x_at	74.6	63.7	98.3	58.4
235793_at	174.7	185.0	87.4	81.4
235794_at	6.1	10.1	20.1	16.2
235795_at	0.5	3.1	15.5	13.7
235796_at	40.7	29.0	38.8	27.9
235797_x_at	2.0	1.2	3.5	2.4
235798_at	8.0	15.5	4.3	5.0
235799_at	34.3	27.1	30.9	25.5
235800_at	15.5	1.5	9.7	9.4
235801_at	3.5	5.8	3.8	0.4
235802_at	13.3	7.6	14.5	16.3
235803_at	21.7	16.4	36.4	48.7
235804_at	21.6	29.5	17.4	27.0
235805_at	25.4	22.7	23.0	1.5
235806_at	15.0	10.2	16.5	9.3
235807_at	13.4	2.3	1.7	13.5
235808_at	7.8	11.3	14.7	14.5
235809_at	26.0	22.2	20.1	15.6
235810_at	64.8	75.1	78.4	66.2
235811_at	12.7	9.9	1.8	2.4
235812_at	288.7	293.0	287.8	256.5
235813_at	17.4	2.9	2.6	3.5
235814_at	3.2	3.0	3.5	1.6
235815_at	22.8	21.6	52.1	39.0
235816_s_at	170.3	142.7	3.7	12.6
235817_at	46.5	17.4	82.2	52.8
235818_at	1.8	0.5	2.5	9.2
235819_at	33.1	38.9	46.6	54.1
235820_at	1.9	1.1	10.3	0.8
235821_at	12.4	7.2	9.8	0.4
235822_at	15.8	21.9	33.8	25.7
235823_at	20.2	23.6	23.3	24.2
235824_at	4.6	2.6	2.9	7.6
235825_at	2.9	5.7	8.2	25.9
235826_at	20.3	14.1	28.5	23.9
235827_at	23.9	24.4	36.1	19.7
235828_at	55.8	75.8	92.7	128.3
235829_at	13.4	18.5	11.6	6.2
235830_at	28.6	22.5	35.0	37.5
235831_at	1.3	5.1	6.5	0.4
235832_at	1.2	12.0	8.8	9.4
235833_at	20.5	25.9	19.8	14.1
235834_at	1.2	0.7	6.0	1.7
235835_at	12.1	8.8	8.9	2.1
235836_at	2.7	6.7	7.2	1.5
235837_at	66.0	112.6	91.5	86.6
235838_at	1.4	1.5	1.4	2.0
235839_at	24.1	19.5	4.3	7.7
235840_at	26.7	27.8	28.6	23.2
235841_at	1.2	2.4	5.1	2.3
235842_at	15.5	2.8	3.8	4.5
235843_at	3.7	6.5	1.6	6.3
235844_at	23.0	14.0	11.2	20.5
235845_at	2.4	2.7	4.1	1.9
235846_at	46.2	41.9	61.1	46.7
235847_at	34.8	29.2	32.9	57.0
235848_x_at	30.7	48.8	62.1	40.8
235849_at	17.5	4.2	9.6	3.6
235850_at	66.2	45.2	76.6	66.2
235851_s_at	15.9	16.3	25.6	21.1
235852_at	3.8	4.9	4.8	8.8
235853_at	1.6	8.2	3.2	2.4
235854_x_at	6.6	19.7	13.4	25.7
235855_at	18.7	30.6	19.1	24.0
235856_at	14.1	13.7	16.6	12.6
235857_at	47.9	52.0	98.4	91.4
235858_at	6.8	2.0	5.9	10.3
235859_at	3.8	1.1	4.9	6.6
235860_at	16.5	18.5	26.6	10.1
235861_at	23.0	25.0	27.7	18.8
235862_at	19.1	20.1	18.2	24.6
235863_at	6.5	3.5	3.8	4.7
235864_at	7.3	3.2	13.1	11.1
235865_at	8.9	22.7	22.8	9.3
235866_at	17.4	22.6	30.3	16.5
235867_at	20.0	32.8	13.2	22.9
235868_at	26.8	29.5	19.4	28.5
235869_at	13.7	8.0	13.6	13.9
235870_at	13.5	17.9	2.0	13.7
235871_at	8.9	2.5	2.5	2.5
235872_at	30.9	47.0	61.8	51.2
235873_at	1.0	3.3	6.2	13.9
235874_at	6.4	1.4	3.9	0.5
235875_at	26.1	22.7	83.2	117.0
235876_at	18.8	6.8	8.6	6.6
235877_at	1.0	1.8	4.6	11.5
235878_at	40.9	40.5	62.1	87.7
235879_at	107.7	112.6	53.4	74.5
235880_at	7.2	3.8	21.0	8.9
235881_at	12.0	1.9	4.3	2.6
235882_at	22.7	36.2	20.4	16.2
235883_at	4.9	13.8	12.9	7.7
235884_at	34.0	6.1	32.1	24.4
235885_at	0.7	2.8	0.9	4.3
235886_at	21.6	16.8	16.9	8.9
235887_at	98.0	132.9	18.2	5.2
235888_at	21.8	33.2	116.5	100.1
235889_at	26.5	9.4	34.0	40.8
235890_at	51.5	32.5	47.3	35.2
235891_at	0.9	1.6	9.6	2.0
235892_at	7.4	11.1	8.1	0.7
235893_at	36.0	25.9	24.0	9.4
235894_at	24.4	14.9	23.0	16.0
235895_at	0.5	5.1	4.6	0.4
235896_s_at	42.1	28.8	22.9	17.7
235897_at	19.7	5.7	2.2	0.9
235898_at	19.1	7.0	14.1	10.9
235899_at	4.8	5.2	6.4	14.9
235900_at	40.1	56.7	3.8	18.5
235901_at	79.0	59.8	32.8	46.8
235902_at	37.6	41.6	39.2	40.2
235903_at	15.8	1.9	14.0	21.5
235904_at	10.9	1.1	10.5	0.8
235905_at	7.4	1.6	3.3	7.0
235906_at	15.8	2.8	15.8	9.2
235907_at	160.6	136.1	104.0	102.6
235908_at	5.6	2.8	3.2	4.9
235909_at	15.3	15.8	20.7	20.4
235910_x_at	1.2	5.1	2.3	2.6
235911_at	39.3	36.8	24.3	37.8
235912_at	32.7	39.9	37.9	67.7
235913_at	35.5	51.3	13.7	9.6
235914_at	2.4	1.3	58.4	47.5
235915_at	2.0	3.8	1.6	0.4
235916_at	15.9	17.7	1.4	25.4
235917_at	54.2	75.0	90.8	80.2
235918_x_at	68.6	89.4	57.5	45.7
235919_at	93.8	117.5	100.1	114.7
235920_at	25.7	26.4	33.1	23.3
235921_at	12.6	21.3	7.7	20.9
235922_at	17.6	25.6	3.2	9.2
235923_at	80.2	80.4	63.9	55.0
235924_at	1.7	6.8	12.1	4.8
235925_at	11.0	6.2	3.3	13.2
235926_at	72.2	57.1	68.9	80.9
235927_at	56.8	61.0	76.0	72.3
235928_at	8.2	1.5	3.3	1.6
235929_s_at	1.3	1.6	11.9	1.4
235930_at	4.3	3.0	20.8	16.1
235931_at	50.2	50.2	48.6	80.4
235932_x_at	1.2	2.7	1.8	1.7
235933_at	1.1	2.2	1.5	0.9
235934_at	26.3	13.6	19.4	26.0
235935_at	7.7	7.4	29.9	11.9
235936_at	4.8	15.5	4.1	2.8
235937_at	0.9	8.7	1.9	4.8
235938_at	3.4	1.5	8.4	13.7
235939_at	41.4	28.6	33.0	24.0
235940_at	220.9	259.1	376.5	364.7
235941_s_at	10.6	12.5	81.7	56.0
235942_at	1.8	7.9	154.2	169.5
235943_at	9.3	11.5	4.6	2.2
235944_at	2.5	0.2	53.4	37.2
235945_at	9.8	13.2	1.7	5.7
235946_at	11.6	9.3	12.4	17.1
235947_at	2.7	1.5	1.1	3.8
235948_at	69.5	44.4	58.5	87.8
235949_at	11.5	17.0	29.0	17.6
235950_at	4.6	0.8	1.2	2.7
235951_s_at	3.3	7.6	3.8	3.1
235952_at	18.5	17.1	9.4	12.5
235953_at	17.1	12.4	11.9	0.8
235954_at	15.4	18.0	27.0	46.4
235955_at	1.1	5.1	12.1	15.1
235956_at	9.2	8.5	12.6	13.3
235957_at	10.5	10.2	14.2	7.4
235958_at	3.7	7.4	12.2	15.2
235959_at	21.5	34.6	17.1	37.6
235960_at	9.4	10.6	8.7	8.0
235961_at	3.4	1.6	40.4	25.9
235962_at	36.7	25.7	19.2	19.6
235963_at	1.9	3.8	9.6	4.5
235964_x_at	1131.4	1163.2	124.0	142.3
235965_at	17.8	9.0	12.2	2.1
235966_at	24.7	11.8	40.7	26.0
235967_at	6.8	19.4	3.3	4.6
235968_at	20.5	5.5	12.6	1.8
235969_at	10.2	7.7	9.8	1.6
235970_at	12.3	13.8	28.0	44.4
235971_at	19.7	26.7	42.1	39.9
235972_at	18.8	6.4	2.4	1.3
235973_at	2.7	8.1	10.3	8.4
235974_at	18.4	13.4	26.4	10.0
235975_at	25.9	18.3	29.2	32.8
235976_at	4.9	0.3	8.3	0.3
235977_at	10.6	11.1	34.9	68.9
235978_at	2.0	2.0	0.8	2.3
235979_at	2.5	5.4	18.6	4.9
235980_at	53.9	37.5	85.0	81.2
235981_at	1.7	10.0	6.1	1.7
235982_at	4.2	3.3	0.8	6.4
235983_at	32.9	22.5	23.2	22.4
235984_at	33.7	44.5	43.0	49.7
235985_at	62.0	49.2	78.5	106.1
235986_at	4.0	1.5	5.8	4.1
235987_at	25.8	47.7	19.9	3.4
235988_at	0.6	1.5	1.1	0.9
235989_at	13.2	14.1	15.5	16.1
235990_at	21.2	16.6	20.0	27.9
235991_at	15.4	7.7	33.0	11.8
235992_s_at	19.7	10.3	29.2	21.2
235993_at	34.8	39.6	37.8	26.3
235994_s_at	5.3	20.5	13.5	17.8
235995_at	2.0	2.0	7.6	2.0
235996_at	4.4	4.0	1.1	3.8
235997_at	22.2	17.3	11.2	33.4
235998_at	6.7	2.6	6.9	5.4
235999_at	9.3	5.1	32.9	29.4
236000_s_at	26.8	30.7	25.7	70.1
236001_at	31.7	18.5	41.9	18.0
236002_at	10.1	11.1	13.7	11.8
236003_x_at	10.1	9.6	2.0	0.8
236004_at	45.0	41.0	81.1	75.6
236005_at	1.3	2.1	5.6	1.2
236006_s_at	43.4	38.7	43.2	54.6
236007_at	76.3	61.8	53.0	65.5
236008_at	67.3	67.6	31.1	41.8
236009_at	15.4	3.1	31.0	23.0
236010_at	2.8	8.4	8.4	0.7
236011_at	9.0	10.2	19.4	4.9
236012_at	34.6	36.7	24.2	30.6
236013_at	0.8	1.1	17.6	14.1
236014_at	2.2	5.8	2.4	2.8
236015_at	2.3	5.5	1.8	1.0
236016_at	48.3	55.5	48.0	55.6
236017_at	13.8	10.8	2.8	16.7
236018_at	28.1	17.7	32.2	7.8
236019_at	54.2	36.9	89.1	68.9
236020_s_at	0.9	11.5	10.2	9.8
236021_at	13.7	1.8	14.9	12.2
236022_at	42.0	33.4	24.9	42.2
236023_at	22.9	42.7	29.3	24.3
236024_at	4.0	12.6	6.8	16.8
236025_at	4.8	1.5	1.7	5.8
236026_at	30.2	30.7	23.3	18.6
236027_at	286.2	279.6	331.5	310.6
236028_at	4.2	0.4	3.8	0.8
236029_at	2.3	7.1	3.7	6.8
236030_at	31.3	12.5	2.6	23.1
236031_x_at	2.5	0.4	4.8	3.1
236032_at	8.4	11.1	15.4	15.1
236033_at	4.7	8.2	3.9	2.6
236034_at	11.0	9.8	12.3	8.3
236035_at	7.3	5.3	0.8	2.7
236036_at	11.5	1.8	5.4	3.7
236037_at	0.5	0.7	7.8	5.4
236038_at	8.2	0.3	0.8	0.5
236039_at	13.9	10.3	3.2	2.2
236040_at	2.3	15.2	16.2	12.3
236041_at	10.1	24.8	29.3	26.6
236042_at	1.6	4.9	3.4	0.6
236043_at	7.3	5.7	17.9	7.5
236044_at	4.7	2.1	30.8	34.3
236045_x_at	3.3	10.6	355.0	330.5
236046_at	37.9	39.6	53.0	49.3
236047_at	23.2	35.7	20.6	19.2
236048_at	0.8	9.9	15.7	9.8
236049_at	2.8	3.7	4.9	4.2
236050_at	29.9	29.1	29.1	29.7
236051_at	24.6	33.5	13.8	1.6
236052_at	3.4	1.6	4.5	3.1
236053_at	19.4	34.0	35.7	29.8
236054_at	13.9	2.4	1.4	15.2
236055_at	4.6	1.4	4.8	8.1
236056_s_at	10.0	1.6	3.1	2.0
236057_at	30.5	23.6	19.6	21.4
